customer_id,campaign_id,coupon_id,p_with_coupon,p_without_coupon,uplift,actual_redemption,treatment
844,10,431,0.8757932990379669,9.116223471839714e-06,0.875784182814495,0,0
1558,9,468,0.8749763287921364,1.7513397748586068e-05,0.8749588153943878,0,0
1210,13,512,0.8736168594326305,6.517152429621338e-07,0.8736162077173875,0,1
45,13,960,0.8937728890409291,0.022289376665941742,0.8714835123749873,0,1
15,13,692,0.882911860870023,0.012845355938846547,0.8700665049311765,0,1
15,4,407,0.8693962533098006,0.0007847944510044983,0.8686114588587961,1,0
1529,12,705,0.867647330177615,8.139679628373129e-06,0.8676391904979865,0,0
933,13,942,0.8649510031077219,3.6438575370479793e-06,0.8649473592501848,0,1
235,26,695,0.8659840004251844,0.0016196810467864588,0.864364319378398,0,1
1471,8,616,0.8606190283882377,8.427101470786522e-05,0.8605347573735298,0,1
80,5,1043,0.8608254620516692,0.0030064349185770444,0.8578190271330922,0,0
389,5,455,0.8717293079513904,0.015006583542083706,0.8567227244093066,0,0
1246,13,603,0.8536106504417189,1.468204061657555e-05,0.8535959684011023,0,1
1529,8,705,0.8530829555400614,8.182080117413389e-06,0.853074773459944,0,1
1152,8,754,0.8517926009107893,6.909319299666631e-09,0.85179259400147,0,1
565,8,942,0.8512576461190535,0.00012276299102306496,0.8511348831280304,0,1
1093,13,1027,0.8484315884323805,0.0012670672360746377,0.8471645211963059,0,1
1441,12,466,0.8439932937974519,0.0005486527838461438,0.8434446410136057,0,0
1387,13,672,0.8640959614291449,0.020925670760649395,0.8431702906684955,0,1
45,8,1048,0.842048070361207,0.0036288814591081717,0.8384191889020988,0,1
1441,8,430,0.838153750112085,0.00018781355244818166,0.8379659365596368,0,1
119,13,726,0.8358127666170607,1.4785544154301098e-05,0.8357979810729064,0,1
1574,8,902,0.8321326899374158,2.746469103689933e-05,0.832105225246379,0,1
1216,13,995,0.8308952681640637,2.5626375113910387e-05,0.8308696417889497,0,1
1246,13,920,0.8284982816499672,1.713735048371551e-05,0.8284811442994835,0,1
877,13,754,0.8262723567843084,3.464033639641284e-06,0.8262688927506688,1,1
594,8,285,0.8252725490820215,6.837090411965241e-07,0.8252718653729804,0,1
959,13,578,0.8453414252863287,0.020106748421281014,0.8252346768650477,1,1
12,13,734,0.8272226270901636,0.003090276780727156,0.8241323503094364,0,1
1463,5,934,0.8234756529198711,0.0003014783638291751,0.8231741745560419,0,0
1441,8,383,0.8237643449984727,0.001000746497664134,0.8227635985008086,0,1
416,12,705,0.8226906057273242,0.00013674214094156498,0.8225538635863826,0,0
823,2,514,0.8933050422701365,0.07377332908005886,0.8195317131900777,0,0
1136,8,532,0.8167983021999506,3.543386594079445e-06,0.8167947588133566,0,1
179,8,544,0.818915760864538,0.0026654233393702455,0.8162503375251677,0,1
608,13,672,0.8160652565994221,0.000144260017493479,0.8159209965819286,0,1
367,8,604,0.8153412410145541,7.2971444153224585e-06,0.8153339438701388,0,1
12,13,268,0.8148652262422128,0.00024505023972400185,0.8146201760024888,0,1
283,30,310,0.8140027910761334,2.250962556028211e-07,0.8140025659798777,0,1
235,13,754,0.8143443590911702,0.0008609564675982048,0.813483402623572,1,1
1136,8,11,0.8129232130600667,0.0003676090639941184,0.8125556039960725,0,1
1246,11,1099,0.8082056676929594,4.132884054173704e-06,0.8082015348089052,0,0
1574,4,591,0.8070635282308084,0.0010664010972064675,0.8059971271336019,0,0
1457,13,422,0.8060632679548466,0.0001664053248596655,0.8058968626299869,0,1
1466,10,457,0.7996741305865398,6.974667137555941e-06,0.7996671559194023,0,0
999,9,578,0.8828551088057719,0.08550383370893057,0.7973512750968413,0,0
891,13,982,0.795900649581462,3.656799660975774e-05,0.7958640815848522,1,1
1463,28,977,0.7928561484063857,8.503935171738633e-06,0.792847644471214,0,0
566,10,732,0.791626011255731,0.0002573298083272968,0.7913686814474037,0,0
1142,9,635,0.7906293414921449,7.025230578399642e-05,0.790559089186361,0,0
909,10,824,0.7890897110177042,2.147285742548715e-05,0.7890682381602787,0,0
1387,27,399,0.7938258860987782,0.005167247132034261,0.7886586389667439,0,0
566,26,1080,0.7887855266223752,0.0024941407734284083,0.7862913858489469,0,1
257,13,723,0.7900881643699718,0.004252525052111909,0.7858356393178598,0,1
257,13,1065,0.786065030067154,0.000729672494256177,0.7853353575728979,0,1
466,5,689,0.7853141301515157,3.4336265313598952e-06,0.7853106965249844,0,0
305,13,865,0.7851524763065177,1.5354083969989642e-05,0.7851371222225477,0,1
1136,13,692,0.7853918260617221,0.0016151906424348263,0.7837766354192872,1,1
1259,5,455,0.7824882890052174,9.452759370517036e-06,0.7824788362458469,0,0
1216,9,788,0.8399651639640383,0.06007903198640727,0.779886131977631,0,0
416,12,496,0.7791274159515716,0.0009066857043648768,0.7782207302472067,0,0
1387,13,942,0.7786539531649528,0.0035218340193827868,0.77513211914557,1,1
1259,13,995,0.774505060938959,2.9323971475809164e-06,0.7745021285418114,0,1
1529,12,466,0.7736989916004926,2.5258962873020045e-06,0.7736964657042052,0,0
627,8,885,0.7729721799863636,0.00035813106587142206,0.7726140489204921,0,1
1542,13,253,0.7690393266834231,8.505575800240786e-09,0.7690393181778473,0,1
243,8,558,0.7678916475749709,6.51215060553024e-05,0.7678265260689155,0,1
1192,13,578,0.7678738941567782,0.0008750810932144868,0.7669988130635638,0,1
1025,13,24,0.7648605854120204,5.814314545756944e-06,0.7648547710974747,1,1
1257,13,672,0.7646357902730063,7.783397568750563e-05,0.7645579562973188,0,1
303,13,23,0.763176669816676,0.0005388894048457914,0.7626377804118302,0,1
1463,5,455,0.7605960817568076,2.160610084291212e-05,0.7605744756559647,0,0
1529,9,635,0.7600632327005228,1.1718851541946774e-05,0.7600515138489808,0,0
1415,5,431,0.7573911839093279,6.441643570429118e-08,0.7573911194928922,0,0
1091,13,672,0.7552401778867404,0.0001795559450528336,0.7550606219416875,0,1
254,11,759,0.7547232249150897,5.719428888855411e-09,0.7547232191956608,0,0
1305,13,601,0.7538714444991426,0.0011006738570593076,0.7527707706420833,0,1
528,12,572,0.7518026913819162,0.0014633400748066637,0.7503393513071096,0,0
1463,10,279,0.7501622417570482,6.573130060287801e-05,0.7500965104564453,0,0
1506,13,1025,0.7501587936149853,0.000316792629162792,0.7498420009858224,0,1
15,13,756,0.7517853209773734,0.005250597669626215,0.7465347233077472,0,1
1070,13,885,0.7517262490505269,0.0054419824646870195,0.7462842665858399,0,1
1549,8,6,0.9841193987146585,0.23852909174014372,0.7455903069745148,1,1
844,11,913,0.7458178958259098,0.00023243236662331176,0.7455854634592866,0,0
466,9,468,0.7441117161925153,2.6549207691665534e-07,0.7441114507004384,0,0
748,8,501,0.7422160913148925,2.633468326259496e-05,0.7421897566316299,0,1
594,8,889,0.7415677098060304,4.5283692098517155e-06,0.7415631814368205,0,1
189,26,973,0.7413802877194006,9.484011300385238e-05,0.7412854476063967,0,1
1259,5,279,0.7402720941442991,7.077868425893911e-06,0.7402650162758732,0,0
1239,5,455,0.7401469280555846,0.0003212429585945335,0.7398256850969901,0,0
162,13,253,0.7394414058892694,9.675131015143398e-05,0.739344654579118,0,1
1556,8,473,0.7372585092378748,0.00011673787287150057,0.7371417713650034,0,1
1387,1,442,0.7975987892025005,0.061035255364318496,0.736563533838182,0,0
1056,8,725,0.7421193840502986,0.007342319243364665,0.7347770648069339,0,1
844,5,934,0.7317044954596237,3.772081102466335e-05,0.731666774648599,0,0
131,8,1017,0.729902703756281,0.00018933470775714492,0.7297133690485238,0,1
1257,8,8,0.728676315848031,2.5330702316803834e-05,0.7286509851457142,1,1
45,13,1025,0.7283902850182769,2.166488367309557e-05,0.7283686201346038,0,1
1582,13,1070,0.7273973978933446,5.73101035080075e-05,0.7273400877898366,0,1
1386,8,616,0.7233968204545278,6.5680805703967e-07,0.7233961636464707,0,1
80,13,960,0.7222027600227491,0.0019978390333035734,0.7202049209894456,1,1
1216,11,1099,0.7204282582276674,0.0004060559192591425,0.7200222023084083,0,0
1496,13,512,0.7198603810805613,5.40857963501741e-07,0.7198598402225977,0,1
1259,13,865,0.7188553047542199,0.00012847108000094547,0.718726833674219,0,1
1463,10,934,0.7189627846371108,0.0003937157122883797,0.7185690689248224,0,0
510,26,475,0.7122376718023675,0.00012009981237705554,0.7121175719899905,0,1
1259,10,662,0.712211211452187,9.417383824455678e-05,0.7121170376139425,0,0
1574,13,770,0.7116527472917489,9.194966592981668e-05,0.711560797625819,0,1
243,26,529,0.710539727695845,8.994552571428089e-05,0.7104497821701307,0,1
959,13,673,0.7103076225382499,8.764997352575159e-05,0.7102199725647241,0,1
510,11,971,0.706623244337802,1.2352455655871337e-05,0.7066108918821461,0,0
528,9,896,0.7067456449838772,0.00033289019536091036,0.7064127547885163,0,0
518,8,9,0.7047312100223562,2.7824446991056904e-07,0.7047309317778863,0,1
510,26,306,0.7044196532461499,4.1795336694047486e-07,0.7044192352927829,0,1
1463,26,468,0.702759057929801,3.0175852844912043e-05,0.702728882076956,0,1
1387,28,492,0.7052306761546636,0.004363691436925836,0.7008669847177378,0,0
1216,11,971,0.7008848392072852,0.00016090784296666135,0.7007239313643185,0,0
1046,11,795,0.7003956794641839,8.541977323506606e-08,0.7003955940444107,0,0
1025,26,797,0.6999243588802811,0.00019753290604120833,0.69972682597424,0,1
1115,11,795,0.7004101855002963,0.0011220910726433306,0.6992880944276529,0,0
317,13,454,0.6988478704373229,3.384985755736848e-08,0.6988478365874653,0,1
1387,27,726,0.6972051534713916,5.9854461903494254e-05,0.6971452990094881,0,0
611,8,674,0.6968518895769343,1.9854528966401393e-07,0.6968516910316447,0,1
1025,26,468,0.6965716612601989,0.0003712167435674119,0.6962004445166314,0,1
737,8,1000,0.6941683692046624,0.00012644032856795097,0.6940419288760945,0,1
1334,10,934,0.6899365132852998,1.4853529328907535e-05,0.6899216597559709,0,0
367,10,824,0.6879807473612014,3.829577728257937e-07,0.6879803644034286,0,0
45,8,248,0.6875734274797479,4.469432220917898e-06,0.687568958047527,0,1
1194,5,455,0.6839607095947853,1.7110145511563425e-06,0.6839589985802341,0,0
189,13,27,0.6839179416268376,1.844667569739146e-06,0.6839160969592679,0,1
1056,8,915,0.6891409704045397,0.005462216121757321,0.6836787542827824,0,1
999,8,1059,0.7169957141234401,0.033417373033717564,0.6835783410897225,0,1
1398,13,561,0.6797793846566564,2.8271243123664774e-06,0.6797765575323441,0,1
1529,9,691,0.6801838962729204,0.0011864710398177144,0.6789974252331027,0,0
378,8,585,0.6789230383383854,0.00018101539104709323,0.6787420229473383,0,1
1259,10,457,0.679434029803501,0.0008993085115065065,0.6785347212919944,0,0
12,8,922,0.6783030941230727,0.0003331687778384607,0.6779699253452341,0,1
792,29,674,0.6779724104424121,0.00015010208216749283,0.6778223083602446,0,0
1408,12,705,0.6766953435402461,1.321662073361048e-05,0.6766821269195125,0,0
389,5,431,0.6792188357430891,0.0033351394018136292,0.6758836963412754,0,0
1257,13,982,0.6751568334939954,2.457279501106031e-06,0.6751543762144943,0,1
1025,8,9,0.6750208599443129,5.4282910549472884e-05,0.6749665770337635,1,1
367,8,902,0.673868336361813,0.00010162981033107549,0.6737667065514819,1,1
1573,13,982,0.6727986183954131,3.7516426178569794e-06,0.6727948667527952,0,1
1463,28,525,0.6720380263546213,5.459220424810491e-06,0.6720325671341965,0,0
1270,13,731,0.6715545599075571,2.659162291510815e-06,0.6715519007452656,0,1
1386,11,658,0.6696255398698898,1.3938889054165258e-05,0.6696116009808356,0,0
1549,30,522,0.7250427379283415,0.05555206264604126,0.6694906752823002,0,1
1115,13,763,0.6685040147037675,2.5327667448672435e-05,0.6684786870363189,0,1
189,13,22,0.6675748862794731,7.451560655316581e-07,0.6675741411234076,0,1
814,9,575,0.6665891540513657,1.645791572323865e-08,0.66658913759345,0,0
1463,10,431,0.6647100736083443,2.03249261077081e-05,0.6646897486822366,0,0
179,9,896,0.6884219230496744,0.02535443624929983,0.6630674868003746,0,0
162,26,859,0.6618384198877671,0.0002294820859134455,0.6616089378018537,0,1
45,9,607,0.6631858798420364,0.0021207942238212958,0.6610650856182151,0,0
276,8,661,0.6672312170406272,0.006363860798874024,0.6608673562417531,0,1
389,10,280,0.6603278924265362,7.61200282677041e-05,0.6602517723982685,0,0
283,30,733,0.6599828594490847,0.00029112047544535655,0.6596917389736394,0,1
1246,13,147,0.6588700957234281,1.4405921121466875e-06,0.658868655131316,0,1
1582,9,287,0.6594381586680057,0.0005862578618951871,0.6588519008061106,0,0
626,26,1020,0.9320619711798852,0.2737668394660908,0.6582951317137944,0,1
1136,13,1065,0.6569124200957417,5.711078362563472e-05,0.6568553093121161,1,1
565,10,662,0.6556287088668699,4.327419790056168e-05,0.6555854346689693,0,0
864,13,844,0.6553638826016346,0.002438171069385186,0.6529257115322494,0,1
926,13,610,0.651466538008955,1.701613443878144e-05,0.6514495218745162,0,1
1457,12,783,0.6575486871690412,0.006407197455354141,0.6511414897136871,0,0
231,13,601,0.6511288951875982,7.19181796285849e-05,0.6510569770079696,1,1
367,5,455,0.6510226117430075,0.0001312742412358245,0.6508913375017716,0,0
959,11,658,0.6502079009375861,0.0006706116967136489,0.6495372892408724,0,0
864,13,530,0.6506714601888085,0.0013535508693606538,0.6493179093194479,1,1
611,13,1021,0.6490463902914511,2.84743208125651e-07,0.6490461055482429,0,1
1210,8,558,0.6465252221842078,8.071704309994194e-08,0.6465251414671648,0,1
1070,13,754,0.6902079730817186,0.04382242363750223,0.6463855494442163,1,1
792,29,418,0.6440671707895684,3.49585881606357e-05,0.6440322122014078,0,0
7,4,591,0.6431747872812816,2.342038945352869e-06,0.6431724452423363,0,0
1415,10,457,0.6425373967484995,1.9530542440566373e-05,0.642517866206059,0,0
626,26,729,0.642663323968731,0.0005175800195784567,0.6421457439491526,0,1
753,13,982,0.6415242826608157,2.655129728823555e-06,0.6415216275310869,0,1
1578,8,501,0.6415537389647462,4.535971306570344e-05,0.6415083792516805,0,1
1556,9,287,0.6386453222965991,3.362399218254706e-05,0.6386116983044166,0,0
792,29,787,0.6373599976711334,1.0405211429650802e-06,0.6373589571499905,0,0
1582,8,1081,0.6369900609576346,0.00034316863955529634,0.6366468923180792,0,1
1070,13,601,0.6852331518654986,0.04872558495296019,0.6365075669125384,0,1
235,9,287,0.6611330795694305,0.02638814417084916,0.6347449353985813,0,0
1415,5,934,0.6337151826866747,3.565466092947067e-07,0.6337148261400654,0,0
1457,12,466,0.6333562913954413,0.001856144829084042,0.6315001465663572,0,0
1056,8,747,0.6309560467049661,0.0005454075406157728,0.6304106391643503,0,1
510,26,1020,0.6332086323249262,0.004572977460456343,0.6286356548644698,1,1
967,13,714,0.6243461413020118,0.00017366622181945785,0.6241724750801924,0,1
1055,8,915,0.6213859293416114,8.951127238798824e-06,0.6213769782143727,0,1
1360,13,942,0.6212518687882976,1.3042270589753124e-05,0.6212388265177079,0,1
1578,13,1028,0.6203858866836401,8.146091299388027e-05,0.6203044257706463,0,1
1457,26,972,0.6953795474090002,0.07636504412672453,0.6190145032822757,0,1
1259,10,279,0.6177677843302131,6.761618138448786e-05,0.6177001681488286,0,0
1298,26,666,0.6176580270087777,3.62951545149937e-05,0.6176217318542627,0,1
959,13,454,0.620598962223894,0.003667809745245839,0.6169311524786482,0,1
1386,8,581,0.6163797347571603,2.1534046215142113e-05,0.6163582007109452,0,1
15,4,895,0.715739575254402,0.10068514922376227,0.6150544260306398,0,0
45,13,892,0.6147277755496902,0.0010763514870253358,0.6136514240626648,0,1
1466,10,662,0.6133639697194747,3.91882070798538e-06,0.6133600508987668,0,0
844,10,1043,0.6108042438082646,1.5063752356566408e-05,0.610789180055908,0,0
1490,10,457,0.6186575123529655,0.008400438191268546,0.6102570741616969,0,0
706,13,723,0.6092783670665455,8.068913075132371e-05,0.6091976779357942,1,1
959,8,792,0.6119002020808731,0.0036974840526544177,0.6082027180282187,1,1
844,10,662,0.6089027273234936,0.0011779355113774258,0.6077247918121161,0,0
814,9,691,0.6072419816618202,7.3559876094776e-07,0.6072412460630593,0,0
1061,13,21,0.6048327046210182,6.076358146421823e-06,0.6048266282628718,0,1
737,8,922,0.6043450252838238,7.535055417408622e-05,0.6042696747296498,0,1
1070,26,1033,0.604379139974079,0.0001237372940476239,0.6042554026800314,0,1
214,26,605,0.6039584091548672,0.0005959430555020165,0.6033624660993652,0,1
1385,13,610,0.6025883612415687,4.91796758577655e-05,0.602539181565711,0,1
565,5,455,0.6009123379183335,1.098297843080556e-06,0.6009112396204904,0,0
497,13,675,0.5996528978372259,1.8167563055647317e-07,0.5996527161615953,1,1
1408,8,907,0.5995276785923705,9.547043510818833e-06,0.5995181315488597,0,1
1136,8,817,0.5996194578609787,0.000189828563549618,0.599429629297429,0,1
706,13,601,0.602333390812916,0.0036303747320391216,0.598703016080877,1,1
565,11,910,0.5984708351001455,1.8706187042375596e-07,0.5984706480382751,0,0
1582,10,824,0.5976470670026964,2.0774487999525648e-05,0.5976262925146969,0,0
1485,12,466,0.5972052670983122,0.00016186174959191636,0.5970434053487204,0,0
1463,8,725,0.5971111863865699,0.0004892852203497373,0.5966219011662202,0,1
1485,13,995,0.595471567299924,2.715696706556824e-05,0.5954444103328584,0,1
1558,9,520,0.5967671285756866,0.0017775380978526131,0.594989590477834,0,0
706,8,1000,0.5990764043066064,0.0041714280145134595,0.5949049762920929,0,1
1457,12,705,0.5934705261709652,7.446652216867489e-05,0.5933960596487965,0,0
367,10,662,0.593952543118647,0.0006532823869167348,0.5932992607317302,0,0
844,8,615,0.5931561193379722,5.84991038692379e-06,0.5931502694275853,0,1
378,11,910,0.5928767563692496,3.335549818387174e-05,0.5928434008710658,0,0
12,13,885,0.5929406424205076,0.00021956039153967787,0.5927210820289679,1,1
877,9,468,0.5920537085471497,3.45176246745145e-07,0.592053363370903,0,0
813,8,911,0.5970285957568868,0.00500653587810454,0.5920220598787823,0,1
1471,13,714,0.5912359458230425,4.927345460425904e-05,0.5911866723684382,0,1
1463,27,864,0.5903550027489866,0.00034100624532069657,0.5900139965036658,0,0
1142,8,11,0.5896694864655129,0.00047339404504430284,0.5891960924204686,0,1
416,13,468,0.595774412317514,0.007356225983424181,0.5884181863340898,0,1
967,10,968,0.5880508446820253,0.0003010265364111931,0.5877498181456141,0,0
1463,26,349,0.5853440761077933,8.230482942804964e-07,0.585343253059499,0,1
179,9,535,0.6204264481621541,0.03543101854621739,0.5849954296159366,0,0
1574,13,284,0.5849136956087576,7.707580701066549e-05,0.584836619801747,0,1
1457,3,836,0.5849129959007248,0.0004854525716604674,0.5844275433290643,0,0
753,13,786,0.5808060652012391,1.2059310236494452e-05,0.5807940058910026,0,1
933,8,537,0.5796986175740326,2.338349440487604e-06,0.5796962792245921,0,1
1334,10,279,0.5791788248497062,1.0888678921721333e-06,0.579177735981814,0,0
1270,13,511,0.5782246413598646,4.018911741338766e-06,0.5782206224481233,0,1
1091,11,910,0.5771985412947048,1.402760872373884e-05,0.5771845136859811,0,0
626,13,1025,0.5795909898215751,0.0034818374310774483,0.5761091523904976,0,1
401,13,21,0.5749546907491807,3.21620399206468e-05,0.5749225287092601,0,1
1298,13,881,0.5741577134592819,6.199578652108486e-06,0.5741515138806298,0,1
1259,11,980,0.5731346485485713,7.548934328659295e-06,0.5731270996142427,0,0
706,26,937,0.5735310222844956,0.0005901293121542894,0.5729408929723413,0,1
1056,13,771,0.572632009542829,0.0004645946167885737,0.5721674149260404,0,1
1549,8,705,0.8799795279530293,0.3095159070881547,0.5704636208648746,1,1
1387,8,1002,0.5754853542032032,0.005590511087257067,0.5698948431159462,0,1
1340,8,437,0.5667174861242842,4.213923579882249e-07,0.5667170647319262,0,1
1573,29,982,0.5660306974586187,0.00014496027774935078,0.5658857371808693,0,0
1168,8,754,0.5648335799516554,2.5395752715650507e-05,0.5648081841989397,0,1
877,9,705,0.5636921905779004,1.0206182581920556e-07,0.5636920885160747,0,0
878,13,754,0.5711552884251493,0.008595001765362823,0.5625602866597864,0,1
1136,13,1031,0.5613482908952082,0.001231620206765434,0.5601166706884427,0,1
1298,26,783,0.5591235479797763,5.685321696175634e-05,0.5590666947628145,0,1
8,10,431,0.5586945982380258,8.463628664486687e-05,0.5586099619513809,0,0
7,13,673,0.5570481688219586,7.017478941852715e-08,0.5570480986471692,0,1
1463,11,913,0.5570679450126815,0.0009395266718123035,0.5561284183408692,0,0
1521,13,468,0.5554296766582653,5.165113023760114e-07,0.5554291601469629,0,1
1319,8,884,0.5553913850811076,2.847303221471908e-05,0.5553629120488929,0,1
131,13,672,0.5556693699718979,0.000602251283684494,0.5550671186882133,0,1
7,12,819,0.5543027179062207,7.018215167222566e-07,0.554302016084704,0,0
1344,13,273,0.5540606416061404,1.6484895472799356e-06,0.5540589931165931,0,1
214,8,1085,0.5537852580942755,0.00011878791213892689,0.5536664701821365,0,1
1259,8,727,0.553539224061136,7.681019515786664e-05,0.5534624138659782,0,1
1493,13,625,0.6074516813591099,0.05667532769817793,0.5507763536609319,1,1
1573,8,9,0.5505145434085947,1.068649953723022e-05,0.5505038569090575,0,1
510,13,705,0.5481342528285108,0.00045249933503765206,0.5476817534934731,0,1
1070,8,989,0.5472896476127463,0.00011148133159767277,0.5471781662811487,0,1
1070,13,920,0.5450387176950335,0.000675645255287902,0.5443630724397457,0,1
962,13,726,0.5417264396232951,0.0002034619192096082,0.5415229777040855,0,1
153,8,1015,0.5409532101378359,4.1215565429795284e-08,0.5409531689222705,0,1
1347,13,885,0.540746090982119,1.4194959495302238e-05,0.5407318960226237,0,1
983,4,591,0.5390074884231639,1.5907415522242166e-06,0.5390058976816117,0,0
235,26,973,0.552158264420152,0.013241272430771094,0.5389169919893809,0,1
933,13,731,0.537626675795759,9.356361911887217e-07,0.5376257401595678,0,1
519,13,530,0.5376024466142237,3.5706941308430282e-06,0.5375988759200929,0,1
737,13,770,0.5372792739094694,0.00013547374281835722,0.5371438001666511,0,1
7,4,860,0.5361103640681036,1.8018167926779314e-07,0.5361101838864244,0,0
844,13,771,0.5359728076985913,0.0003275049328439108,0.5356453027657474,0,1
1471,8,727,0.535620870424604,0.00032214675672565603,0.5352987236678783,0,1
1340,13,850,0.5348281923788718,9.131741747130549e-06,0.5348190606371247,1,1
627,13,586,0.5612772545407037,0.030097347300165486,0.5311799072405382,1,1
